Date,Open,High,Low,Close,Adj Close,Volume
5/15/2017,156.009995,156.649994,155.050003,155.699997,152.780899,26009700
5/16/2017,155.940002,156.059998,154.720001,155.470001,152.555237,20048500
5/17/2017,153.600006,154.570007,149.710007,150.25,147.433075,50767700
5/18/2017,151.270004,153.339996,151.130005,152.539993,149.680145,33568200
5/19/2017,153.380005,153.979996,152.630005,153.059998,150.190384,26960800
5/22/2017,154,154.580002,152.910004,153.990005,151.102982,22966400
5/23/2017,154.899994,154.899994,153.309998,153.800003,150.916519,19918900
5/24/2017,153.839996,154.169998,152.669998,153.339996,150.465149,19178000
5/25/2017,153.729996,154.350006,153.029999,153.869995,150.985199,19235600
5/26/2017,154,154.240005,153.309998,153.610001,150.730072,21927600
5/30/2017,153.419998,154.429993,153.330002,153.669998,150.788956,20126900
5/31/2017,153.970001,154.169998,152.380005,152.759995,149.896011,24451200
6/1/2017,153.169998,153.330002,152.220001,153.179993,150.308136,16404100
6/2/2017,153.580002,155.449997,152.889999,155.449997,152.535599,27770700
6/5/2017,154.339996,154.449997,153.460007,153.929993,151.044067,25331700
6/6/2017,153.899994,155.809998,153.779999,154.449997,151.554321,26624900
6/7/2017,155.020004,155.979996,154.479996,155.369995,152.457092,21069600
6/8/2017,155.25,155.539993,154.399994,154.990005,152.084213,21250800
6/9/2017,155.190002,155.190002,146.020004,148.979996,146.186874,64882700
6/12/2017,145.740005,146.089996,142.509995,145.419998,142.693649,72307300
6/13/2017,147.160004,147.449997,145.149994,146.589996,143.84169,34165400
6/14/2017,147.5,147.5,143.839996,145.160004,142.438507,31531200
6/15/2017,143.320007,144.479996,142.210007,144.289993,141.584808,32165400
6/16/2017,143.779999,144.5,142.199997,142.270004,139.602707,50361100
6/19/2017,143.660004,146.740005,143.660004,146.339996,143.596375,32541400
6/20/2017,146.869995,146.869995,144.940002,145.009995,142.291321,24900100
6/21/2017,145.520004,146.070007,144.610001,145.869995,143.135193,21265800
6/22/2017,145.770004,146.699997,145.119995,145.630005,142.899704,19106300
6/23/2017,145.130005,147.160004,145.110001,146.279999,143.537506,35439400
6/26/2017,147.169998,148.279999,145.380005,145.820007,143.086136,25692400
6/27/2017,145.009995,146.160004,143.619995,143.729996,141.035309,24761900
6/28/2017,144.490005,146.110001,143.160004,145.830002,143.095947,22082400
6/29/2017,144.710007,145.130005,142.279999,143.679993,140.986252,31499400
6/30/2017,144.449997,144.960007,143.779999,144.020004,141.319901,23024100
7/3/2017,144.880005,145.300003,143.100006,143.5,140.809631,14277800
7/5/2017,143.690002,144.789993,142.720001,144.089996,141.388565,21569600
7/6/2017,143.020004,143.5,142.410004,142.729996,140.054062,24128800
7/7/2017,142.899994,144.75,142.899994,144.179993,141.476883,19201700
7/10/2017,144.110001,145.949997,143.369995,145.059998,142.340378,21090600
7/11/2017,144.729996,145.850006,144.380005,145.529999,142.801575,19781800
7/12/2017,145.869995,146.179993,144.820007,145.740005,143.007645,24884500
7/13/2017,145.5,148.490005,145.440002,147.770004,144.999573,25199400
7/14/2017,147.970001,149.330002,147.330002,149.039993,146.245743,20132100
7/17/2017,148.820007,150.899994,148.570007,149.559998,146.756012,23793500
7/18/2017,149.199997,150.130005,148.669998,150.080002,147.266281,17868800
7/19/2017,150.479996,151.419998,149.949997,151.020004,148.188644,20923000
7/20/2017,151.5,151.740005,150.190002,150.339996,147.521393,17243700
7/21/2017,149.990005,150.440002,148.880005,150.270004,147.452713,26252600
7/24/2017,150.580002,152.440002,149.899994,152.089996,149.238586,21493200
7/25/2017,151.800003,153.839996,151.800003,152.740005,149.876404,18853900
7/26/2017,153.350006,153.929993,153.059998,153.460007,150.582916,15781000
7/27/2017,153.75,153.990005,147.300003,150.559998,147.737274,32476300
7/28/2017,149.889999,150.229996,149.190002,149.5,146.697144,17213700
7/31/2017,149.899994,150.330002,148.130005,148.729996,145.941574,19845900
8/1/2017,149.100006,150.220001,148.410004,150.050003,147.236847,35368600
8/2/2017,159.279999,159.75,156.160004,157.139999,154.193909,69936800
8/3/2017,157.050003,157.210007,155.020004,155.570007,152.65332,27097300
8/4/2017,156.070007,157.399994,155.690002,156.389999,153.457947,20559900
8/7/2017,157.059998,158.919998,156.669998,158.809998,155.832596,21870300
8/8/2017,158.600006,161.830002,158.270004,160.080002,157.078781,36205900
8/9/2017,159.259995,161.270004,159.110001,161.059998,158.040405,26131500
8/10/2017,159.899994,160,154.630005,155.320007,153.006531,40804300
8/11/2017,156.600006,158.570007,156.070007,157.479996,155.134338,26257100
8/14/2017,159.320007,160.210007,158.75,159.850006,157.46907,22122700
8/15/2017,160.660004,162.199997,160.139999,161.600006,159.192978,29465500
8/16/2017,161.940002,162.509995,160.149994,160.949997,158.552673,27671600
8/17/2017,160.520004,160.710007,157.839996,157.860001,155.508698,27940600
8/18/2017,157.860001,159.5,156.720001,157.5,155.154068,27428100
8/21/2017,157.5,157.889999,155.110001,157.210007,154.868378,26368500
8/22/2017,158.229996,160,158.020004,159.779999,157.400101,21604600
8/23/2017,159.070007,160.470001,158.880005,159.979996,157.597107,19399100
8/24/2017,160.429993,160.740005,158.550003,159.270004,156.89769,19818900
8/25/2017,159.649994,160.559998,159.270004,159.860001,157.478897,25480100
8/28/2017,160.139999,162,159.929993,161.470001,159.064911,25966000
8/29/2017,160.100006,163.119995,160,162.910004,160.48349,29516900
8/30/2017,163.800003,163.889999,162.610001,163.350006,160.916916,27269600
8/31/2017,163.639999,164.520004,163.479996,164,161.557236,26785100
9/1/2017,164.800003,164.940002,163.630005,164.050003,161.606491,16591100
9/5/2017,163.75,164.25,160.559998,162.080002,159.665848,29468500
9/6/2017,162.710007,162.990005,160.520004,161.910004,159.498367,21651700
9/7/2017,162.089996,162.240005,160.360001,161.259995,158.858032,21928500
9/8/2017,160.860001,161.149994,158.529999,158.630005,156.267227,28611500
9/11/2017,160.5,162.050003,159.889999,161.5,159.094467,31580800
9/12/2017,162.610001,163.960007,158.770004,160.860001,158.46402,71714000
9/13/2017,159.869995,159.960007,157.910004,159.649994,157.272018,44907400
9/14/2017,158.990005,159.399994,158.089996,158.279999,155.92244,23760700
9/15/2017,158.470001,160.970001,158,159.880005,157.498611,49114600
9/18/2017,160.110001,160.5,158,158.669998,156.306625,28269400
9/19/2017,159.509995,159.770004,158.440002,158.729996,156.365723,20810600
9/20/2017,157.899994,158.259995,153.830002,156.070007,153.745377,52951400
9/21/2017,155.800003,155.800003,152.75,153.389999,151.10527,37511700
9/22/2017,151.539993,152.270004,150.559998,151.889999,149.627625,46645400
9/25/2017,149.990005,151.830002,149.160004,150.550003,148.307571,44387300
9/26/2017,151.779999,153.919998,151.690002,153.139999,150.859009,36660000
9/27/2017,153.800003,154.720001,153.539993,154.229996,151.93277,25504200
9/28/2017,153.889999,154.279999,152.699997,153.279999,150.996918,22005500
9/29/2017,153.210007,154.130005,152,154.119995,151.824387,26299800
10/2/2017,154.259995,154.449997,152.720001,153.809998,151.519028,18698800
10/3/2017,154.009995,155.089996,153.910004,154.479996,152.179031,16230300
10/4/2017,153.630005,153.860001,152.460007,153.479996,151.193924,20163800
10/5/2017,154.179993,155.440002,154.050003,155.389999,153.07547,21283800
10/6/2017,154.970001,155.490005,154.559998,155.300003,152.986816,17407600
10/9/2017,155.809998,156.729996,155.490005,155.839996,153.518768,16262900
10/10/2017,156.059998,158,155.100006,155.899994,153.577866,15617000
10/11/2017,155.970001,156.979996,155.75,156.550003,154.218216,16905600
10/12/2017,156.350006,157.369995,155.729996,156,153.676392,16125100
10/13/2017,156.729996,157.279999,156.410004,156.990005,154.651642,16394200
10/16/2017,157.899994,160,157.649994,159.880005,157.498611,24121500
10/17/2017,159.779999,160.869995,159.229996,160.470001,158.079819,18997300
10/18/2017,160.419998,160.710007,159.600006,159.759995,157.380386,16374200
10/19/2017,156.75,157.080002,155.020004,155.979996,153.656693,42584200
10/20/2017,156.610001,157.75,155.960007,156.25,153.922668,23974100
10/23/2017,156.889999,157.690002,155.5,156.169998,153.843857,21984300
10/24/2017,156.289993,157.419998,156.199997,157.100006,154.76001,17757200
10/25/2017,156.910004,157.550003,155.270004,156.410004,154.080307,21207100
10/26/2017,157.229996,157.830002,156.779999,157.410004,155.065399,17000500
10/27/2017,159.289993,163.600006,158.699997,163.050003,160.621384,44454200
10/30/2017,163.889999,168.070007,163.720001,166.720001,164.236725,44700800
10/31/2017,167.899994,169.649994,166.940002,169.039993,166.522171,36046800
11/1/2017,169.869995,169.940002,165.610001,166.889999,164.40419,33637800
11/2/2017,166.600006,168.5,165.279999,168.110001,165.606018,41393400
11/3/2017,174,174.259995,171.119995,172.5,169.930634,59398600
11/6/2017,172.369995,174.990005,171.720001,174.25,171.654556,35026300
11/7/2017,173.910004,175.25,173.600006,174.809998,172.206223,24361500
11/8/2017,174.660004,176.240005,174.330002,176.240005,173.614929,24409500
11/9/2017,175.110001,176.100006,173.139999,175.880005,173.2603,29482600
11/10/2017,175.110001,175.380005,174.270004,174.669998,172.686859,25145500
11/13/2017,173.5,174.5,173.399994,173.970001,171.994812,16982100
11/14/2017,173.039993,173.479996,171.179993,171.339996,169.394669,24782500
11/15/2017,169.970001,170.320007,168.380005,169.080002,167.160339,29158100
11/16/2017,171.179993,171.869995,170.300003,171.100006,169.15741,23637500
11/17/2017,171.039993,171.389999,169.639999,170.149994,168.218185,21899500
11/20/2017,170.289993,170.559998,169.559998,169.979996,168.05011,16262400
11/21/2017,170.779999,173.699997,170.779999,173.139999,171.174255,25131300
11/22/2017,173.360001,175,173.050003,174.960007,172.973587,25588900
11/24/2017,175.100006,175.5,174.649994,174.970001,172.983475,14026700
11/27/2017,175.050003,175.080002,173.339996,174.089996,172.113464,20716800
11/28/2017,174.300003,174.869995,171.860001,173.070007,171.105042,26428800
11/29/2017,172.630005,172.919998,167.160004,169.479996,167.555801,41666400
11/30/2017,170.429993,172.139999,168.440002,171.850006,169.898895,41527200
12/1/2017,169.949997,171.669998,168.5,171.050003,169.107971,39759300
12/4/2017,172.479996,172.619995,169.630005,169.800003,167.872177,32542400
12/5/2017,169.059998,171.520004,168.399994,169.639999,167.713974,27350200
12/6/2017,167.5,170.199997,166.460007,169.009995,167.091141,28560000
12/7/2017,169.029999,170.440002,168.910004,169.320007,167.397629,25673300
12/8/2017,170.490005,171,168.820007,169.369995,167.447037,23355200
12/11/2017,169.199997,172.889999,168.789993,172.669998,170.709595,35273800
12/12/2017,172.149994,172.389999,171.460007,171.699997,169.750595,19409200
12/13/2017,172.5,173.539993,172,172.270004,170.314117,23818400
12/14/2017,172.399994,173.130005,171.649994,172.220001,170.264694,20476500
12/15/2017,173.630005,174.169998,172.460007,173.970001,171.994812,40169300
12/18/2017,174.880005,177.199997,174.860001,176.419998,174.417007,29421100
12/19/2017,175.029999,175.389999,174.089996,174.539993,172.55835,27436400
12/20/2017,174.869995,175.419998,173.25,174.350006,172.370514,23475600
12/21/2017,174.169998,176.020004,174.100006,175.009995,173.023026,20949900
12/22/2017,174.679993,175.419998,174.5,175.009995,173.023026,16114600
12/26/2017,170.800003,171.470001,169.679993,170.570007,168.633423,33185500
12/27/2017,170.100006,170.779999,169.710007,170.600006,168.663101,21498200
12/28/2017,171,171.850006,170.479996,171.080002,169.13765,16480200
12/29/2017,170.520004,170.589996,169.220001,169.229996,167.30864,25884400
